day,year,mo,da,pickup_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_TRIPS
6,2009,12,05,2009-12-05,41.5,38.6,9999.9,8.2,5.1,19.0,26.0,48.2,35.6,99.99,999.9,0,576771
2,2009,11,17,2009-11-17,42.9,30.6,9999.9,10.0,6.2,12.0,17.1,48.2,35.6,0.0,999.9,0,476922
7,2009,12,13,2009-12-13,31.4,22.6,9999.9,9.1,6.0,17.1,24.1,48.2,15.8,99.99,999.9,0,485447
4,2009,02,26,2009-02-26,33.7,26.8,1028.6,14.5,5.8,15.0,999.9,48.2,19.4,0.0,999.9,0,500984
7,2009,03,22,2009-03-22,37.8,28.3,1025.7,14.8,7.7,16.9,18.1,48.2,27.0,0.0,999.9,0,418165
5,2009,03,27,2009-03-27,43.5,38.9,1013.0,8.4,7.7,15.0,22.0,48.2,39.2,0.35,999.9,1,514616
3,2009,04,08,2009-04-08,43.1,28.8,1001.0,15.0,12.7,22.9,29.9,48.2,37.4,0.0,999.9,0,486193
2,2009,11,10,2009-11-10,57.3,49.6,9999.9,9.5,9.0,14.0,22.0,64.4,51.8,0.0,999.9,0,476906
6,2009,05,09,2009-05-09,58.9,56.5,1007.4,4.3,6.7,13.0,999.9,64.4,50.0,0.0,999.9,1,501340
6,2009,05,23,2009-05-23,60.6,50.8,1021.6,11.3,6.8,14.0,999.9,64.4,53.6,0.01,999.9,0,403710
4,2009,06,11,2009-06-11,59.2,56.3,1014.6,10.7,6.4,9.9,999.9,64.4,55.0,0.0,999.9,0,527386
3,2009,10,21,2009-10-21,52.9,44.3,9999.9,10.0,5.3,8.9,999.9,64.4,42.8,0.0,999.9,0,503957
7,2009,09,27,2009-09-27,58.3,54.2,1011.4,9.2,8.8,15.9,21.0,64.4,44.6,0.01,999.9,0,452024
7,2009,04,05,2009-04-05,50.8,33.5,1000.9,15.0,12.1,17.1,22.9,64.4,41.0,0.0,999.9,0,441196
7,2009,03,08,2009-03-08,52.7,42.6,1010.2,11.5,8.8,20.0,28.0,64.4,41.0,0.0,999.9,0,409911
3,2009,05,13,2009-05-13,52.9,40.8,1028.6,13.9,4.1,12.0,14.0,64.4,35.6,99.99,999.9,0,502828
2,2009,10,06,2009-10-06,56.6,45.6,9999.9,10.0,9.9,15.0,18.1,64.4,50.0,0.0,999.9,0,476496
6,2009,09,19,2009-09-19,57.3,42.5,1018.9,15.0,6.3,12.0,19.0,64.4,46.4,0.0,999.9,0,492744
3,2009,06,10,2009-06-10,59.7,56.7,1014.5,6.5,5.8,8.9,999.9,64.4,54.0,0.27,999.9,1,509970
7,2009,05,24,2009-05-24,60.8,57.2,1016.8,5.7,7.3,14.0,999.9,73.4,51.1,0.0,999.9,1,349228
1,2009,09,14,2009-09-14,63.4,55.5,1010.7,14.3,6.0,11.1,999.9,73.4,51.8,0.14,999.9,0,463118
2,2009,09,15,2009-09-15,65.7,57.7,1011.6,13.8,5.1,8.9,999.9,73.4,59.0,0.0,999.9,0,500932
5,2009,08,28,2009-08-28,63.8,56.8,1020.8,14.0,3.0,8.0,999.9,73.4,53.6,0.0,999.9,0,491592
2,2009,09,22,2009-09-22,59.5,54.0,1025.6,12.1,5.0,12.0,18.1,73.4,44.6,0.0,999.9,1,453612
2,2009,07,07,2009-07-07,66.0,61.9,1008.6,7.1,5.2,12.0,18.1,73.4,57.9,0.39,999.9,1,418571
4,2009,07,02,2009-07-02,67.6,66.1,1009.3,4.5,5.7,14.0,18.1,73.4,62.1,0.83,999.9,1,459217
4,2009,08,06,2009-08-06,70.8,63.9,1012.7,11.3,4.8,8.9,999.9,73.4,66.2,99.99,999.9,0,492732
3,2009,08,12,2009-08-12,68.2,64.6,1014.1,7.5,6.6,8.9,999.9,73.4,66.2,99.99,999.9,0,465546
4,2009,06,25,2009-06-25,65.5,62.0,1008.6,7.6,3.4,8.0,999.9,73.4,59.0,0.0,999.9,1,516361
7,2009,08,09,2009-08-09,65.4,53.8,1020.8,15.0,4.8,11.1,999.9,73.4,53.6,0.0,999.9,0,365236
7,2009,06,28,2009-06-28,65.9,63.3,1003.5,5.0,6.5,11.1,999.9,73.4,61.0,0.0,999.9,1,413174
2,2009,06,02,2009-06-02,62.1,54.7,1014.7,14.4,8.5,13.0,999.9,73.4,55.0,0.01,999.9,1,471230
5,2009,06,19,2009-06-19,68.2,65.3,1009.9,5.9,9.3,15.9,19.0,73.4,60.1,0.39,999.9,0,520706
6,2009,08,08,2009-08-08,64.9,50.3,1021.2,15.0,4.2,8.9,999.9,73.4,53.6,0.0,999.9,0,418264
5,2009,07,10,2009-07-10,61.0,51.0,1025.3,14.8,3.6,8.0,999.9,73.4,46.4,0.0,999.9,0,481219
5,2009,09,04,2009-09-04,59.8,51.8,1016.4,12.6,4.4,14.0,999.9,73.4,46.4,0.0,999.9,1,448732
2,2009,09,08,2009-09-08,61.8,54.7,1019.1,14.6,2.1,6.0,999.9,73.4,53.6,0.0,999.9,0,431868
1,2009,02,16,2009-02-16,28.3,20.9,1018.0,15.0,5.7,11.1,14.0,39.2,21.2,0.0,999.9,0,391436
6,2009,02,21,2009-02-21,30.1,16.7,1015.5,15.0,13.1,22.0,24.1,39.2,24.8,0.0,999.9,0,522269
2,2009,02,10,2009-02-10,29.2,21.1,1027.3,14.6,3.5,9.9,999.9,39.2,21.2,0.0,999.9,0,445672
3,2009,02,18,2009-02-18,25.6,20.1,1018.9,13.3,4.8,12.0,999.9,39.2,10.4,0.02,999.9,0,487630
5,2009,03,20,2009-03-20,36.0,27.5,1022.6,13.3,11.4,20.0,21.0,39.2,26.6,0.0,999.9,0,520598
2,2009,02,03,2009-02-03,34.2,29.8,1009.4,6.1,15.4,25.1,36.9,39.2,24.8,0.03,3.1,1,452356
1,2009,02,09,2009-02-09,33.6,18.2,1023.4,15.0,7.6,13.0,15.9,39.2,26.6,0.0,999.9,0,406198
2,2009,12,08,2009-12-08,34.0,25.8,9999.9,10.0,6.2,15.0,999.9,39.2,26.6,0.0,999.9,0,504885
3,2009,12,09,2009-12-09,36.9,34.2,9999.9,6.2,10.0,28.9,40.0,57.2,24.8,99.99,999.9,0,518683
4,2009,04,02,2009-04-02,50.2,48.4,1017.9,4.5,4.2,8.9,999.9,57.2,41.0,0.05,999.9,0,496103
4,2009,05,28,2009-05-28,52.5,49.9,1014.0,6.1,8.9,13.0,999.9,57.2,50.0,0.0,999.9,1,519001
1,2009,04,13,2009-04-13,41.3,18.7,1015.5,15.0,12.1,19.0,22.9,57.2,30.2,0.0,999.9,0,415069
1,2009,04,06,2009-04-06,47.5,40.7,1003.8,10.2,7.8,18.1,24.1,57.2,33.8,1.86,999.9,0,446038
1,2009,05,18,2009-05-18,49.6,39.6,1021.4,10.5,7.6,13.0,19.0,57.2,46.4,0.02,999.9,0,467644
4,2009,01,29,2009-01-29,36.4,28.5,1006.8,10.4,13.8,28.9,40.0,57.2,26.6,1.06,999.9,0,503352
2,2009,04,07,2009-04-07,48.9,43.3,990.2,7.3,13.0,21.0,29.9,57.2,42.8,0.04,999.9,1,490453
3,2009,01,28,2009-01-28,29.8,26.7,1024.9,7.3,7.3,25.1,34.0,57.2,15.8,0.21,1.2,1,455187
7,2009,02,08,2009-02-08,46.2,36.3,1011.3,11.4,15.4,22.0,28.9,57.2,39.9,0.0,999.9,0,425839
4,2009,10,01,2009-10-01,48.9,39.2,1011.2,11.0,7.3,12.0,21.0,57.2,39.2,0.0,999.9,0,523009
1,2009,11,30,2009-11-30,51.5,46.6,9999.9,9.2,11.1,20.0,28.0,57.2,42.8,99.99,999.9,0,450539
4,2009,12,10,2009-12-10,45.3,34.0,9999.9,9.5,16.1,28.9,41.0,57.2,35.6,99.99,999.9,0,557444
7,2009,03,29,2009-03-29,48.3,48.2,1006.8,1.3,5.9,14.0,999.9,57.2,42.8,0.04,999.9,1,428889
7,2009,05,03,2009-05-03,48.2,41.3,1015.6,12.9,4.6,11.1,999.9,57.2,41.0,0.04,999.9,0,460670
1,2009,08,03,2009-08-03,74.8,67.8,1013.5,10.5,5.5,11.1,999.9,82.4,68.0,0.04,999.9,0,417427
5,2009,07,03,2009-07-03,71.8,67.6,1008.9,4.4,6.0,13.0,999.9,82.4,62.1,1.17,999.9,1,361917
6,2009,06,27,2009-06-27,71.6,66.0,1005.0,10.3,5.3,9.9,999.9,82.4,60.1,0.19,999.9,0,472617
4,2009,07,30,2009-07-30,76.2,71.7,1009.2,6.5,12.5,17.1,22.0,82.4,69.1,0.1,999.9,1,505321
6,2009,08,15,2009-08-15,72.5,66.3,1020.9,9.6,5.4,11.1,999.9,82.4,63.0,0.0,999.9,0,443105
1,2009,08,17,2009-08-17,74.2,68.7,1020.7,9.1,7.5,12.0,999.9,82.4,66.2,0.0,999.9,0,419795
3,2009,08,26,2009-08-26,75.3,68.3,1014.0,8.5,9.8,17.1,26.0,82.4,64.9,0.0,999.9,1,462314
2,2009,07,28,2009-07-28,73.5,68.1,1014.1,6.4,7.3,13.0,999.9,82.4,68.0,0.0,999.9,1,469610
3,2009,01,14,2009-01-14,28.9,17.8,1010.2,13.0,9.7,22.0,31.1,42.1,17.6,0.19,999.9,0,489177
1,2009,08,10,2009-08-10,75.0,68.3,1011.1,8.4,7.7,13.0,999.9,84.2,68.0,0.0,999.9,1,417641
6,2009,08,22,2009-08-22,79.2,74.5,1012.7,9.5,9.0,15.0,18.1,84.2,71.1,0.31,999.9,1,420738
7,2009,08,23,2009-08-23,75.4,71.1,1007.9,6.3,7.7,16.9,999.9,84.2,69.8,0.69,999.9,0,374497
5,2009,07,17,2009-07-17,75.5,66.9,1009.5,7.3,6.9,13.0,999.9,84.2,68.0,0.0,999.9,1,516428
1,2009,03,16,2009-03-16,36.7,30.4,1026.2,9.9,7.0,13.0,999.9,44.6,26.6,0.0,999.9,0,376433
2,2009,12,01,2009-12-01,38.3,28.1,9999.9,9.9,7.9,14.0,19.0,44.6,30.2,99.99,999.9,0,486874
3,2009,12,16,2009-12-16,35.2,18.9,9999.9,10.0,10.8,19.0,33.0,44.6,28.4,0.0,999.9,0,546710
6,2009,02,14,2009-02-14,31.4,12.5,1008.9,14.8,12.5,18.1,22.0,44.6,23.0,0.0,999.9,0,539684
6,2009,01,24,2009-01-24,36.9,26.0,1008.8,10.6,11.8,15.9,25.1,44.6,23.0,0.0,999.9,0,547591
6,2009,02,07,2009-02-07,22.8,16.2,1027.0,13.8,6.7,17.1,24.1,44.6,1.4,0.0,1.2,0,513313
3,2009,03,25,2009-03-25,39.5,23.1,1026.9,15.0,10.9,22.0,22.9,44.6,33.8,0.0,999.9,0,470114
2,2009,05,12,2009-05-12,53.4,44.1,1019.2,12.0,3.0,6.0,999.9,62.6,44.6,0.05,999.9,0,472472
1,2009,06,01,2009-06-01,55.7,37.5,1015.8,13.4,10.1,19.0,25.1,62.6,42.8,0.0,999.9,0,363700
6,2009,11,14,2009-11-14,57.4,54.8,9999.9,5.6,15.7,19.0,34.0,62.6,51.8,99.99,999.9,0,541479
7,2009,11,15,2009-11-15,59.2,58.8,9999.9,1.6,6.7,15.9,20.0,62.6,53.6,99.99,999.9,1,440872
4,2009,05,14,2009-05-14,57.3,48.3,1029.6,14.4,10.1,18.1,27.0,62.6,48.9,0.0,999.9,0,532276
5,2009,10,09,2009-10-09,52.5,48.4,9999.9,10.0,4.0,12.0,18.1,62.6,41.0,99.99,999.9,0,545705
4,2009,09,17,2009-09-17,55.8,47.8,1024.4,13.3,8.8,14.0,999.9,62.6,50.0,0.02,999.9,0,535162
2,2009,06,16,2009-06-16,57.2,52.2,1022.4,8.9,7.8,15.0,17.1,62.6,53.6,0.0,999.9,0,476872
2,2009,05,26,2009-05-26,54.4,37.0,1024.1,15.0,9.4,17.1,24.1,62.6,48.9,0.0,999.9,0,444461
3,2009,04,22,2009-04-22,55.9,53.2,1005.0,4.7,7.9,16.9,22.9,62.6,50.0,0.21,999.9,1,499859
4,2009,12,03,2009-12-03,55.2,51.2,9999.9,6.8,16.9,29.9,44.1,62.6,46.4,99.99,999.9,0,533216
4,2009,10,08,2009-10-08,56.1,41.8,9999.9,10.0,13.0,21.0,29.9,62.6,48.2,0.0,999.9,0,526548
3,2009,09,30,2009-09-30,56.8,46.7,1005.1,15.0,7.5,14.0,22.0,62.6,50.0,0.0,999.9,0,504505
2,2009,05,19,2009-05-19,49.9,38.2,1028.0,15.0,3.8,13.0,999.9,62.6,39.2,0.03,999.9,0,493114
2,2009,06,23,2009-06-23,60.1,59.1,1003.2,2.1,17.4,26.0,29.9,62.6,57.0,0.6,999.9,0,471939
2,2009,06,09,2009-06-09,57.5,51.5,1015.6,10.0,5.4,12.0,14.0,62.6,53.1,0.0,999.9,0,481738
5,2009,06,05,2009-06-05,58.0,55.5,1015.0,6.3,5.2,9.9,999.9,62.6,52.0,0.05,999.9,0,551777
7,2009,04,26,2009-04-26,71.7,57.0,1020.2,12.9,6.3,12.0,999.9,93.2,52.0,99.99,999.9,0,445439
2,2009,01,20,2009-01-20,29.8,26.4,1002.5,7.4,4.1,13.0,999.9,33.1,26.6,0.08,2.0,0,433639
5,2009,01,09,2009-01-09,25.7,12.4,1006.3,15.0,13.8,20.0,26.0,33.1,21.2,0.0,999.9,0,520846
7,2009,03,01,2009-03-01,32.1,27.1,1020.6,7.8,13.3,22.0,28.0,35.1,28.4,0.04,1.2,0,431713
6,2009,01,03,2009-01-03,30.0,20.2,1007.1,11.7,10.8,18.1,24.1,35.1,26.6,0.0,2.0,0,432710
1,2009,03,02,2009-03-02,29.1,27.2,1009.0,2.4,18.4,28.9,38.1,35.1,24.8,0.46,3.1,0,327874
6,2009,11,28,2009-11-28,44.3,35.4,9999.9,9.3,19.0,26.0,35.9,51.1,41.0,99.99,999.9,0,423285
7,2009,09,06,2009-09-06,61.9,52.3,1025.9,14.2,9.0,15.0,999.9,66.2,53.6,0.0,999.9,0,347952
1,2009,11,09,2009-11-09,45.9,38.8,9999.9,8.8,5.1,15.9,21.0,66.2,32.0,0.0,999.9,1,437656
5,2009,05,29,2009-05-29,57.2,56.5,1008.1,3.0,4.5,8.9,999.9,66.2,51.1,0.16,999.9,1,523947
3,2009,09,09,2009-09-09,61.6,56.6,1019.3,10.0,7.2,14.0,999.9,66.2,57.2,0.0,999.9,0,488771
7,2009,10,25,2009-10-25,59.9,53.1,9999.9,8.1,11.6,27.0,36.9,66.2,48.2,99.99,999.9,0,447544
6,2009,10,03,2009-10-03,59.0,55.5,9999.9,7.2,9.3,19.0,22.9,66.2,50.0,99.99,999.9,0,522853
4,2009,07,09,2009-07-09,61.8,55.1,1020.3,11.5,9.4,14.0,19.0,66.2,57.2,0.0,999.9,0,487036
4,2009,06,04,2009-06-04,59.9,56.0,1015.3,9.3,4.8,7.0,999.9,66.2,53.1,0.38,999.9,0,521528
7,2009,06,21,2009-06-21,62.2,60.6,999.2,4.7,10.6,18.1,26.0,66.2,57.9,0.0,999.9,1,403789
1,2009,10,05,2009-10-05,59.8,53.4,9999.9,6.2,7.2,15.9,22.0,66.2,53.6,0.0,999.9,1,439893
4,2009,05,07,2009-05-07,57.6,56.0,1012.3,3.6,10.7,22.0,28.0,66.2,46.9,0.36,999.9,1,523584
6,2009,10,24,2009-10-24,54.7,50.5,9999.9,8.4,13.5,20.0,27.0,66.2,44.6,99.99,999.9,0,541727
3,2009,09,16,2009-09-16,60.4,53.9,1021.3,15.0,7.3,14.0,999.9,66.2,53.6,0.0,999.9,0,521234
7,2009,11,01,2009-11-01,55.9,50.1,9999.9,8.8,9.9,25.1,35.0,66.2,46.4,99.99,999.9,0,482402
6,2009,10,10,2009-10-10,63.1,58.0,9999.9,8.0,8.9,17.1,22.9,66.2,51.8,99.99,999.9,0,541761
1,2009,06,15,2009-06-15,59.1,54.2,1017.6,12.2,5.8,9.9,999.9,66.2,53.6,0.01,999.9,0,435323
5,2009,04,17,2009-04-17,47.5,29.8,1021.7,15.0,7.0,18.1,25.1,66.2,30.2,0.0,999.9,0,528685
3,2009,06,03,2009-06-03,61.6,53.9,1014.7,10.3,4.3,15.0,999.9,66.2,55.0,0.01,999.9,0,505927
3,2009,12,23,2009-12-23,19.5,5.8,9999.9,10.0,9.7,15.9,20.0,24.8,12.2,0.0,999.9,0,456094
2,2009,01,06,2009-01-06,30.4,17.8,1015.4,14.4,5.7,12.0,999.9,35.6,26.6,0.0,1.2,0,427394
7,2009,12,20,2009-12-20,27.9,24.2,9999.9,2.9,19.0,34.0,45.1,35.6,21.2,99.99,999.9,1,312230
5,2009,03,13,2009-03-13,29.0,13.4,1032.3,15.0,6.2,15.0,999.9,35.6,23.0,0.0,999.9,0,552598
2,2009,02,17,2009-02-17,29.8,23.2,1020.6,13.5,9.0,14.0,999.9,35.6,23.0,0.0,999.9,0,450460
5,2009,01,30,2009-01-30,26.7,20.4,1012.2,14.6,4.7,12.0,15.9,35.6,15.8,0.0,999.9,0,538365
2,2009,01,13,2009-01-13,23.4,18.4,1022.0,14.0,3.3,8.9,999.9,35.6,10.4,0.02,1.2,0,442543
7,2009,01,04,2009-01-04,26.1,13.7,1012.4,15.0,11.5,17.1,24.1,35.6,21.2,0.0,2.0,0,367525
5,2009,12,11,2009-12-11,28.2,8.0,9999.9,10.0,20.0,25.1,34.0,35.6,23.0,0.0,999.9,0,596882
4,2009,03,05,2009-03-05,25.6,12.7,1028.9,15.0,7.1,14.0,999.9,35.6,15.8,0.0,2.0,0,427688
1,2009,10,12,2009-10-12,46.0,31.8,9999.9,10.0,6.5,12.0,19.0,53.6,37.4,0.0,999.9,0,412750
1,2009,12,14,2009-12-14,41.6,37.6,9999.9,8.4,9.6,22.0,26.0,53.6,33.8,99.99,999.9,0,467920
3,2009,03,11,2009-03-11,43.8,40.7,1023.3,8.6,11.0,25.1,32.1,53.6,37.4,0.0,999.9,1,484218
6,2009,11,21,2009-11-21,47.7,38.8,9999.9,10.0,7.2,12.0,999.9,53.6,41.0,0.0,999.9,0,538366
5,2009,10,30,2009-10-30,44.0,38.5,9999.9,10.0,3.0,9.9,17.1,53.6,33.8,0.0,999.9,0,553500
3,2009,04,15,2009-04-15,46.1,32.0,1017.2,14.6,10.5,21.0,25.1,53.6,41.0,0.0,999.9,0,493538
4,2009,02,12,2009-02-12,49.0,43.7,992.8,6.2,14.7,23.9,35.0,53.6,42.1,0.18,999.9,1,510174
3,2009,12,02,2009-12-02,41.0,33.6,9999.9,10.0,6.2,14.0,18.1,53.6,28.4,0.0,999.9,0,504100
1,2009,02,02,2009-02-02,38.1,32.4,1013.7,11.0,3.6,11.1,999.9,53.6,23.0,0.0,999.9,1,403372
5,2009,05,08,2009-05-08,61.9,53.5,1008.8,8.6,7.0,13.0,999.9,75.2,48.9,0.28,999.9,1,526916
1,2009,07,13,2009-07-13,67.0,52.9,1010.9,13.6,7.9,17.1,21.0,75.2,57.2,0.0,999.9,0,397304
7,2009,09,13,2009-09-13,65.1,62.7,1010.0,5.7,6.0,9.9,999.9,75.2,60.8,3.23,999.9,1,459030
7,2009,07,12,2009-07-12,67.8,63.3,1012.9,8.7,7.9,12.0,17.1,75.2,62.6,1.23,999.9,0,378248
6,2009,04,25,2009-04-25,59.9,49.9,1022.9,12.5,9.4,15.0,21.0,75.2,45.0,0.0,999.9,1,513397
2,2009,06,30,2009-06-30,67.4,63.5,1001.9,5.4,3.3,7.0,999.9,75.2,59.0,0.09,999.9,1,461035
3,2009,07,01,2009-07-01,66.9,63.7,1007.7,7.1,5.6,11.1,19.0,75.2,59.0,0.0,999.9,1,397418
1,2009,05,25,2009-05-25,66.9,53.2,1014.1,8.0,5.4,8.9,999.9,75.2,55.9,0.0,999.9,1,264652
2,2009,04,28,2009-04-28,60.6,47.6,1021.0,9.3,12.8,22.0,32.1,75.2,48.9,0.0,999.9,0,470611
3,2009,09,23,2009-09-23,67.8,63.1,1021.2,14.8,8.2,15.9,22.9,75.2,62.6,0.0,999.9,0,470106
1,2009,06,29,2009-06-29,66.6,63.6,998.0,4.4,5.8,14.0,999.9,75.2,60.1,0.19,999.9,0,431104
4,2009,07,23,2009-07-23,67.2,63.9,1018.9,8.8,4.1,8.9,999.9,75.2,60.8,0.0,999.9,1,502592
6,2009,06,13,2009-06-13,67.1,61.0,1011.6,10.3,4.6,12.0,999.9,75.2,57.0,0.02,999.9,1,485592
7,2010,01,10,2010-01-10,16.0,0.3,9999.9,10.0,6.1,11.1,14.0,23.0,8.6,0.0,999.9,0,445633
3,2010,12,15,2010-12-15,22.8,5.1,1006.1,10.0,9.1,14.0,21.0,27.0,19.9,0.0,999.9,0,522687
4,2010,12,09,2010-12-09,27.3,7.1,1021.9,10.0,7.4,15.9,19.0,30.0,24.1,0.0,999.9,0,530098
4,2010,12,16,2010-12-16,26.3,10.8,1009.1,10.0,5.9,13.0,17.1,32.0,23.0,0.0,999.9,0,531076
1,2010,01,11,2010-01-11,22.2,10.2,9999.9,10.0,7.3,12.0,15.0,32.0,14.0,0.0,999.9,0,448008
7,2010,02,07,2010-02-07,23.9,9.0,9999.9,9.9,13.1,22.9,32.1,32.0,14.0,99.99,999.9,0,210141
6,2010,03,27,2010-03-27,30.9,12.9,9999.9,10.0,11.3,17.1,24.1,32.0,26.6,0.0,999.9,0,510620
6,2010,02,13,2010-02-13,24.7,12.2,9999.9,10.0,5.9,13.0,15.0,32.0,15.8,0.0,999.9,0,535211
4,2010,12,16,2010-12-16,26.4,10.6,1009.1,10.0,5.9,13.0,16.9,32.0,23.0,0.0,999.9,0,531076
5,2010,01,08,2010-01-08,26.5,21.3,9999.9,8.7,5.2,8.9,999.9,32.0,19.4,99.99,999.9,0,531514
2,2010,01,12,2010-01-12,27.4,18.0,9999.9,10.0,7.5,18.1,24.1,32.0,23.0,0.0,999.9,0,493653
1,2010,01,04,2010-01-04,27.6,20.8,9999.9,9.6,12.4,18.1,28.0,32.0,24.8,99.99,999.9,0,399321
4,2010,02,04,2010-02-04,27.4,13.8,9999.9,10.0,8.9,15.9,26.0,32.0,23.0,0.0,999.9,0,235695
3,2010,02,03,2010-02-03,26.5,20.8,9999.9,8.0,3.0,9.9,999.9,32.0,19.4,99.99,999.9,0,224510
3,2010,01,06,2010-01-06,27.3,18.0,9999.9,10.0,8.7,14.0,18.1,32.0,23.0,99.99,999.9,0,469031
1,2010,12,06,2010-12-06,32.4,16.7,1000.6,9.9,9.2,21.0,24.1,34.0,28.9,0.0,999.9,0,468980
1,2010,12,27,2010-12-27,23.1,13.7,991.8,4.8,13.6,33.0,34.0,34.0,19.4,1.95,999.9,1,72025
6,2010,12,25,2010-12-25,29.0,16.1,1016.4,10.0,3.6,8.9,999.9,34.0,24.8,0.0,999.9,0,226051
3,2010,12,08,2010-12-08,31.2,8.4,1010.1,10.0,8.9,16.9,22.0,34.0,28.0,0.0,999.9,0,509366
6,2010,12,25,2010-12-25,29.0,16.0,1016.4,10.0,3.6,8.9,999.9,34.0,25.0,0.0,999.9,0,226051
1,2010,12,27,2010-12-27,23.2,13.6,991.8,4.8,13.6,33.0,34.0,34.0,19.9,1.95,999.9,1,72025
3,2010,12,08,2010-12-08,31.2,8.3,1010.1,10.0,8.9,16.9,22.0,34.0,28.0,0.0,999.9,0,509366
2,2010,12,07,2010-12-07,32.5,16.5,999.6,10.0,8.9,19.0,22.9,36.0,30.0,0.0,999.9,0,496863
7,2010,12,05,2010-12-05,32.8,16.8,1005.0,10.0,8.2,13.0,21.0,36.0,30.0,0.0,999.9,0,476614
5,2010,12,17,2010-12-17,28.4,13.0,1011.7,10.0,5.7,13.0,15.9,36.0,23.0,0.0,999.9,0,549697
5,2010,12,10,2010-12-10,27.3,11.5,1028.5,10.0,4.2,14.0,999.9,36.0,21.9,0.0,999.9,0,540916
5,2010,12,17,2010-12-17,28.5,12.9,1011.7,10.0,5.7,13.0,15.9,36.0,23.0,0.0,999.9,0,549697
6,2010,12,18,2010-12-18,31.7,17.2,1018.9,10.0,3.8,9.9,999.9,36.0,28.0,0.0,999.9,0,536073
6,2010,12,18,2010-12-18,31.7,17.1,1018.9,10.0,3.8,9.9,999.9,36.0,28.0,0.0,999.9,0,536073
7,2010,12,05,2010-12-05,32.8,16.7,1005.0,10.0,8.2,13.0,21.0,36.0,30.0,0.0,999.9,0,476614
2,2010,12,07,2010-12-07,32.7,16.3,999.6,10.0,8.9,19.0,22.9,36.0,30.0,0.0,999.9,0,496863
6,2010,12,11,2010-12-11,39.2,26.3,1024.2,9.1,3.0,7.0,999.9,46.0,28.9,0.0,999.9,0,531754
7,2010,11,28,2010-11-28,40.0,20.7,1023.2,10.0,5.0,15.0,18.1,46.0,32.0,0.0,999.9,0,389040
1,2010,11,29,2010-11-29,41.4,26.2,1032.4,10.0,2.5,6.0,999.9,48.0,35.1,0.0,999.9,0,419082
7,2010,11,07,2010-11-07,43.2,27.8,1023.2,10.0,4.8,26.0,999.9,50.0,35.6,99.99,999.9,0,463361
7,2010,11,21,2010-11-21,44.2,25.6,1029.9,10.0,5.7,15.9,999.9,50.0,37.9,0.0,999.9,0,455695
6,2010,03,06,2010-03-06,36.5,18.6,9999.9,10.0,7.3,13.0,20.0,50.0,23.0,0.0,999.9,0,243657
4,2010,02,25,2010-02-25,40.0,39.7,9999.9,2.1,7.9,24.1,34.0,50.0,37.4,99.99,999.9,1,456155
2,2010,11,02,2010-11-02,42.2,25.6,1030.0,10.0,3.7,13.0,14.0,50.0,36.0,0.0,999.9,0,467600
7,2010,03,07,2010-03-07,38.5,21.2,9999.9,10.0,7.1,14.0,17.1,50.0,26.6,0.0,999.9,0,208340
2,2010,03,09,2010-03-09,41.8,23.0,9999.9,10.0,7.1,15.0,22.0,50.0,30.2,0.0,999.9,0,452713
2,2010,11,02,2010-11-02,42.1,26.0,1030.0,10.0,3.7,13.0,14.0,50.0,36.0,0.0,999.9,0,467600
1,2010,03,29,2010-03-29,47.1,44.7,9999.9,6.3,16.8,24.1,33.0,50.0,39.2,99.99,999.9,0,408067
7,2010,11,21,2010-11-21,44.3,25.5,1029.9,10.0,5.7,15.9,999.9,50.0,37.9,0.0,999.9,0,455695
3,2010,03,31,2010-03-31,44.9,41.9,9999.9,8.2,9.0,14.0,19.0,50.0,41.0,99.99,999.9,0,451361
7,2010,04,18,2010-04-18,41.4,37.6,9999.9,9.7,4.3,14.0,17.1,50.0,37.4,99.99,999.9,0,461085
5,2010,02,26,2010-02-26,37.4,34.8,9999.9,7.5,15.5,26.0,39.0,50.0,32.0,99.99,999.9,0,345409
6,2010,11,06,2010-11-06,45.6,33.4,1017.0,10.0,4.8,8.9,15.0,52.0,41.0,0.0,999.9,0,533472
5,2010,11,19,2010-11-19,44.7,29.3,1021.7,10.0,5.7,14.0,19.0,52.0,39.9,0.0,999.9,0,533366
5,2010,11,19,2010-11-19,44.6,29.1,1021.7,10.0,5.7,14.0,19.0,52.0,39.9,0.0,999.9,0,533366
6,2010,11,06,2010-11-06,45.7,33.3,1017.0,10.0,4.8,8.9,15.0,52.0,41.0,0.05,999.9,0,533472
2,2010,11,09,2010-11-09,46.1,35.3,1009.8,10.0,7.6,22.0,999.9,54.0,41.0,0.04,999.9,0,463095
5,2010,10,22,2010-10-22,49.3,29.7,1013.3,10.0,6.7,20.0,21.0,54.0,45.0,0.01,999.9,0,526895
2,2010,11,09,2010-11-09,46.4,35.2,1009.8,10.0,7.6,22.0,999.9,54.0,41.0,99.99,999.9,0,463095
6,2010,11,20,2010-11-20,46.6,30.3,1020.7,9.8,6.0,26.0,999.9,54.0,32.0,0.0,999.9,0,531685
2,2010,11,30,2010-11-30,49.2,42.2,1029.1,9.5,4.6,11.1,15.9,54.0,33.1,0.0,999.9,0,447509
4,2010,12,02,2010-12-02,38.9,24.3,1015.8,10.0,7.7,21.0,999.9,54.0,33.8,0.94,999.9,0,507371
